"","workerid","item","slide_number","condition","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","pref7","response7","pref8","response8","pref9","response9","obj1","obj2","obj3","ambiguous","numFeatures"
"1075","71","1729","12","212112","English","blue","0.55","polka-dotted","0.4","circle","0.35","square","0.65","green","0.6","solid","0.3",NA,NA,NA,NA,NA,NA,"331","333","213","True","6"
"1076","71","2032","13","322122","English","red","0.8","solid","0.3","striped","0.6","square","0.45","blue","0.35",NA,NA,NA,NA,NA,NA,NA,NA,"312","311","322","True","5"
"1077","71","916","14","212121","English","solid","0.55","green","0.75","striped","0.35","cloud","0.3","blue","0.3","circle","0.45",NA,NA,NA,NA,NA,NA,"123","123","211","False","6"
"1078","71","2102","15","111112","English","cloud","0.45","polka-dotted","0.35","circle","0.35","green","0.45","striped","0.4","red","0.4","square","0.5","blue","0.45",NA,NA,"223","331","132","True","8"
"1079","71","1294","16","111111","English","polka-dotted","0.4","red","0.3","circle","0.4","square","0.65","striped","0.4","green","0.6","solid","0.35","cloud","0.3","blue","0.65","112","323","231","False","9"
"1080","71","926","17","212121","English","red","0.3","solid","0.7","cloud","0.65","blue","0.4","square","0.4","striped","0.55",NA,NA,NA,NA,NA,NA,"112","112","321","False","6"
"1081","72","309","3","213211","English","red","0.75","solid","0.65","polka-dotted","0.75","green","0.75","cloud","0","striped","0.65",NA,NA,NA,NA,NA,NA,"122","132","113","True","6"
"1082","72","979","4","121112","English","cloud","0.55","square","0.55","polka-dotted","0.55","circle","0.55","blue","0.65","green","0.65","striped","0.55",NA,NA,NA,NA,"131","323","223","True","7"
"1083","72","1276","5","111111","English","blue","0.65","cloud","0.55","green","0.65","striped","0.55","polka-dotted","0.55","square","0.55","circle","0.55","solid","0.55","red","0.65","221","113","332","False","9"
"1084","72","2027","6","322122","English","striped","0.5","polka-dotted","0.6","square","0","red","0.55","blue","0.55",NA,NA,NA,NA,NA,NA,NA,NA,"321","322","331","True","5"
"1085","72","1613","7","211112","English","polka-dotted","0.6","circle","0.5","striped","0.6","red","0.6","blue","0.6","green","0.6","cloud","0.5",NA,NA,NA,NA,"223","232","131","True","7"
"1086","72","730","8","212122","English","striped","0.6","cloud","0.55","blue","0.6","green","0.6","solid","0.55","square","0.5",NA,NA,NA,NA,NA,NA,"321","323","111","True","6"
"1087","72","1482","9","123211","English","solid","0.7","square","0.55","circle","0.55","cloud","0.55","blue","0.25","striped","0.5",NA,NA,NA,NA,NA,NA,"211","321","121","True","6"
"1088","72","1966","10","323232","English","polka-dotted","0","cloud","0.45","green","0.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"133","133","133","False","3"
"1089","72","1978","11","323232","English","red","0.5","circle","0.5","solid","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"212","212","212","False","3"
"1090","72","2385","12","113232","English","cloud","0","red","1","blue","1","green","1","solid","0",NA,NA,NA,NA,NA,NA,NA,NA,"111","112","113","True","5"
"1091","72","76","13","122111","English","cloud","0.5","polka-dotted","0.6","striped","0.6","circle","0.5","red","0.7","green","0.7","blue","0.7",NA,NA,NA,NA,"121","132","233","True","7"
"1092","72","1488","14","123211","English","striped","0.65","red","0","cloud","0.5","circle","0.5","square","0.5","solid","0.5",NA,NA,NA,NA,NA,NA,"222","112","312","True","6"
"1093","72","903","15","212121","English","striped","0.5","red","0.75","square","0","solid","0","green","0.5","cloud","0.6",NA,NA,NA,NA,NA,NA,"323","323","112","False","6"
"1094","72","1990","16","323232","English","striped","0.5","green","0.5","circle","0.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"223","223","223","False","3"
"1095","72","1584","17","322121","English","square","1","red","0.55","green","0.55","circle","0.5","solid","0",NA,NA,NA,NA,NA,NA,NA,NA,"212","212","313","True","5"
"1096","73","954","3","121112","English","green","0.6","red","1","striped","1","circle","1","square","0.95","polka-dotted","0.55","cloud","0.5",NA,NA,NA,NA,"133","322","222","True","7"
"1097","73","842","4","112111","English","polka-dotted","0.5","solid","0.5","striped","0.6","red","1","square","0.5","green","0.6","cloud","0.6","circle","0.5",NA,NA,"222","332","113","True","8"
"1098","73","896","5","112122","English","solid","0.5","square","0.75","striped","0.5","red","0.5","cloud","0.6","blue","0.95","polka-dotted","0.5",NA,NA,NA,NA,"331","322","111","True","7"
"1099","73","1806","6","122121","English","cloud","0.75","striped","0.5","circle","0.5","solid","0.8","blue","0.95","green","0.55",NA,NA,NA,NA,NA,NA,"211","111","123","True","6"
"1100","73","1281","7","111111","English","cloud","0.5","green","0.5","red","0.5","polka-dotted","0.5","striped","0.5","circle","0.5","solid","0.5","square","0.5","blue","0.5","332","223","111","False","9"
"1101","73","472","8","211111","English","circle","0.5","striped","0.5","polka-dotted","0.5","green","0.5","solid","0.5","blue","0.5","cloud","0.75","red","0.5",NA,NA,"131","113","222","True","8"
"1102","73","1267","9","111111","English","circle","0.5","square","0.5","solid","0.5","striped","0.5","cloud","0.5","blue","0.5","polka-dotted","0.5","green","0.5","red","0.5","133","311","222","False","9"
"1103","73","1257","10","111111","English","circle","0.5","square","0.5","polka-dotted","0.5","striped","0.5","solid","0.5","cloud","0.5","red","0.5","green","0.5","blue","0.5","211","332","123","False","9"
"1104","73","2393","11","113232","English","blue","0.5","solid","0.95","green","0.5","square","0.95","red","0.5",NA,NA,NA,NA,NA,NA,NA,NA,"312","311","313","True","5"
"1105","73","11","12","122112","English","red","0.5","polka-dotted","0.5","circle","0.75","square","0.5","solid","0.75","blue","0.95",NA,NA,NA,NA,NA,NA,"312","211","231","True","6"
"1106","73","828","13","112111","English","solid","0.5","circle","0.5","red","0.5","green","0.95","striped","0.5","polka-dotted","0.5","cloud","0.5","square","0.5",NA,NA,"233","123","312","True","8"
"1107","73","1663","14","121212","English","polka-dotted","0.5","red","0.95","cloud","0.95","striped","0.95","circle","0.5","blue","0.5",NA,NA,NA,NA,NA,NA,"231","122","122","False","6"
"1108","73","198","15","323212","English","striped","0.95","green","0.95","circle","0.8","cloud","0.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123","223","223","True","4"
"1109","73","1174","16","212232","English","square","0.95","green","0.8","striped","0.8","red","0.5","solid","0.5",NA,NA,NA,NA,NA,NA,NA,NA,"323","313","322","True","5"
"1110","73","933","17","212121","English","solid","0.5","striped","0.8","green","0.95","blue","0.5","cloud","0.8","square","0.5",NA,NA,NA,NA,NA,NA,"123","123","311","False","6"
"1111","74","919","3","212121","english","striped","0.95","square","0.95","green","0.9","cloud","0.95","polka-dotted","0.95","red","0.35",NA,NA,NA,NA,NA,NA,"333","333","122","False","6"
"1112","74","1185","4","212232","english","blue","0.25","green","0.95","cloud","0.2","solid","0.4","circle","0.9",NA,NA,NA,NA,NA,NA,NA,NA,"213","211","113","True","5"
"1113","74","2077","5","321111","english","green","0","red","0.05","solid","0.05","polka-dotted","0.25","cloud","0.9","blue","0.1","striped","0.05",NA,NA,NA,NA,"113","121","132","True","7"
"1114","74","1765","6","322132","english","cloud","0.95","red","0.25","blue","0.25","polka-dotted","0.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"132","132","131","True","4"
"1115","74","2372","7","113232","english","polka-dotted","0.4","square","1","blue","1","striped","0.4","solid","0.4",NA,NA,NA,NA,NA,NA,NA,NA,"321","331","311","True","5"
"1116","74","1254","8","111111","english","cloud","0.6","striped","0.65","polka-dotted","0.7","green","0.65","circle","0.7","red","0.7","blue","0.7","solid","0.7","square","0.75","312","131","223","False","9"
"1117","74","274","9","212222","english","circle","0.6","striped","0.6","polka-dotted","0.9","blue","0.6","square","0.9","green","0.95",NA,NA,NA,NA,NA,NA,"333","231","323","True","6"
"1118","74","908","10","212121","english","polka-dotted","1","green","0.65","red","0.9","solid","0.9","circle","0.7","square","0.95",NA,NA,NA,NA,NA,NA,"233","233","312","False","6"
"1119","74","1922","11","111212","english","circle","0.95","polka-dotted","0.95","red","0.25","cloud","0.2","blue","0.95","striped","0.95","solid","0.95",NA,NA,NA,NA,"221","132","112","True","7"
"1120","74","2253","12","213232","english","polka-dotted","0","green","0.05","square","0.95","circle","0.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"233","233","333","True","4"
"1121","74","1959","13","323232","english","red","0.25","square","0.2","polka-dotted","0.25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"332","332","332","False","3"
"1122","74","768","14","211212","english","polka-dotted","0.9","striped","0.25","square","0.9","cloud","0.15","green","0.95","blue","0.15",NA,NA,NA,NA,NA,NA,"331","121","123","True","6"
"1123","74","239","15","212132","english","circle","0.9","blue","0.05","square","0","polka-dotted","0.05","red","0.95",NA,NA,NA,NA,NA,NA,NA,NA,"331","331","232","True","5"
"1124","74","1303","16","122122","english","polka-dotted","0.95","circle","0.95","striped","0.2","square","0.15","green","0.2","blue","0.95",NA,NA,NA,NA,NA,NA,"333","321","223","True","6"
"1125","74","928","17","212121","english","square","0.15","circle","1","blue","0.9","striped","0.2","green","0.05","solid","0.95",NA,NA,NA,NA,NA,NA,"323","323","211","False","6"
"1126","75","1973","3","323232","english","striped","1","green","0.65","circle","0.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"223","223","223","False","3"
"1127","75","2039","4","322122","english","green","0","solid","0","square","0","blue","1","cloud","1",NA,NA,NA,NA,NA,NA,NA,NA,"111","113","311","True","5"
"1128","75","4","5","122112","english","blue","0.5","circle","0","cloud","1","polka-dotted","1","striped","0.05","green","0.05",NA,NA,NA,NA,NA,NA,"123","131","231","True","6"
"1129","75","1986","6","323232","english","polka-dotted","0.9","red","0.15","cloud","0.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"132","132","132","False","3"
"1130","75","504","7","112132","english","solid","0","blue","0.95","green","0.05","polka-dotted","0.25","red","0.05","cloud","0.95",NA,NA,NA,NA,NA,NA,"111","112","133","True","6"
"1131","75","68","8","122111","english","striped","0","solid","0.05","polka-dotted","0.95","red","0.05","blue","0.65","cloud","0.95","square","0.05",NA,NA,NA,NA,"131","311","322","True","7"
"1132","75","503","9","112132","english","circle","0.05","solid","0.05","blue","0.95","square","0.05","cloud","1","green","0.05",NA,NA,NA,NA,NA,NA,"213","313","111","True","6"
"1133","75","1974","10","323232","english","red","0","circle","0.05","striped","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"222","222","222","False","3"
"1134","75","1755","11","322132","english","square","0","polka-dotted","0.95","blue","0.7","cloud","0.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"131","131","331","True","4"
"1135","75","1486","12","123211","english","square","0.05","red","0.05","cloud","0.05","striped","0.05","solid","0","polka-dotted","0.95",NA,NA,NA,NA,NA,NA,"332","112","122","True","6"
"1136","75","2015","13","322122","english","blue","0.95","solid","0","square","0.05","green","0.05","striped","0.1",NA,NA,NA,NA,NA,NA,NA,NA,"323","321","313","True","5"
"1137","75","1957","14","323232","english","polka-dotted","0.9","red","0.05","square","0.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"332","332","332","False","3"
"1138","75","727","15","212122","english","solid","0.05","polka-dotted","0.05","cloud","0.05","blue","0.95","square","0","red","0",NA,NA,NA,NA,NA,NA,"332","331","112","True","6"
"1139","75","1700","16","121212","english","blue","1","cloud","1","square","0.05","striped","0.05","green","0.05","solid","0.05",NA,NA,NA,NA,NA,NA,"111","323","323","False","6"
"1140","75","1109","17","321212","english","circle","0.05","red","0.05","solid","0.05","striped","0.95","cloud","1",NA,NA,NA,NA,NA,NA,NA,NA,"122","212","212","True","5"
"1141","76","626","3","112121","english","cloud","0.85","blue","0.25","striped","0.8","square","0.25","green","0.15","polka-dotted","0.2","red","0.15",NA,NA,NA,NA,"122","123","331","True","7"
"1142","76","1676","4","121212","english","striped","0.75","solid","0.1","circle","0.75","square","0.15","blue","0.15","red","0.75",NA,NA,NA,NA,NA,NA,"222","311","311","False","6"
"1143","76","421","5","321112","english","green","0.8","circle","0.1","polka-dotted","0.8","blue","0.75","red","0.85","solid","0.1",NA,NA,NA,NA,NA,NA,"232","211","213","True","6"
"1144","76","1358","6","113211","english","circle","0.8","striped","0.85","green","0.05","polka-dotted","0.75","solid","0.85","cloud","0.9","square","0.8",NA,NA,NA,NA,"233","323","113","True","7"
"1145","76","2252","7","213232","english","striped","0.05","green","0.05","red","0.8","circle","0.05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"223","223","222","True","4"
"1146","76","911","8","212121","english","solid","0.1","cloud","0.85","green","0.1","blue","0.7","polka-dotted","0.85","circle","0.1",NA,NA,NA,NA,NA,NA,"213","213","131","False","6"
"1147","76","1804","9","122121","english","striped","0.85","square","0.8","green","0.05","solid","0.05","blue","0.85","circle","0.1",NA,NA,NA,NA,NA,NA,"211","213","323","True","6"
"1148","76","16","10","122112","english","cloud","0.15","blue","0.8","striped","0.1","solid","0.85","square","0.9","red","0.15",NA,NA,NA,NA,NA,NA,"321","122","112","True","6"
"1149","76","1721","11","212112","english","green","0.85","polka-dotted","0.1","circle","0.85","square","0.1","blue","0.15","striped","0.75",NA,NA,NA,NA,NA,NA,"321","331","233","True","6"
"1150","76","1865","12","123212","english","square","0.85","blue","0.9","circle","0.1","polka-dotted","0.1","green","0.1",NA,NA,NA,NA,NA,NA,NA,NA,"331","233","233","True","5"
"1151","76","1266","13","111111","english","red","0.85","striped","0.85","square","0.9","solid","0.75","green","0.85","circle","0.8","blue","0.85","polka-dotted","0.9","cloud","0.8","133","221","312","False","9"
"1152","76","943","14","212121","english","solid","0.85","red","0.9","striped","0.1","green","0.1","circle","0.9","square","0.1",NA,NA,NA,NA,NA,NA,"323","323","212","False","6"
"1153","76","2222","15","323211","english","polka-dotted","0.85","green","0.05","solid","0.85","striped","0.85","square","0.1",NA,NA,NA,NA,NA,NA,NA,NA,"323","333","313","True","5"
"1154","76","944","16","212121","english","polka-dotted","0.15","striped","0.8","square","0.05","blue","0.1","circle","0.85","red","0.8",NA,NA,NA,NA,NA,NA,"331","331","222","False","6"
"1155","76","1909","17","111212","english","cloud","0.85","solid","0.15","circle","0.85","striped","0.75","red","0.1","green","0.75","square","0.75",NA,NA,NA,NA,"323","112","212","True","7"
"1156","77","1268","3","111111","English ","circle","0.05","red","0.9","solid","0.05","striped","0.85","cloud","0.9","polka-dotted","0.95","green","0.95","blue","0.9","square","0.9","111","223","332","False","9"
"1157","77","1938","4","111212","English ","cloud","0.8","polka-dotted","0.95","red","0.95","blue","0.1","striped","0.1","square","0.9","circle","0.95",NA,NA,NA,NA,"232","121","321","True","7"
"1158","77","493","5","211111","English ","solid","0","square","0.9","red","0.95","cloud","0.95","green","0.95","blue","0.95","circle","0.15","polka-dotted","0.95",NA,NA,"113","211","332","True","8"
"1159","77","193","6","323212","English ","striped","0","square","0.05","red","0","polka-dotted","0.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"332","322","322","True","4"
"1160","77","1651","7","121212","English ","square","0.05","green","0.05","cloud","0.9","striped","0.15","solid","0.05","red","0.95",NA,NA,NA,NA,NA,NA,"112","323","323","False","6"
"1161","77","910","8","212121","English ","circle","0.9","polka-dotted","0.9","solid","0","blue","0.9","square","0.15","red","0.1",NA,NA,NA,NA,NA,NA,"312","312","231","False","6"
"1162","77","417","9","321112","English ","cloud","0.95","solid","0.05","polka-dotted","0.25","red","0.05","circle","0.2","square","0.9",NA,NA,NA,NA,NA,NA,"112","332","232","True","6"
"1163","77","997","10","121112","English ","square","0.95","striped","0.9","solid","0.45","circle","0.2","red","0.05","polka-dotted","0.9","blue","0.9",NA,NA,NA,NA,"321","212","232","True","7"
"1164","77","1778","11","322132","English ","striped","0","circle","0","blue","0.3","green","0.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"221","221","223","True","4"
"1165","77","2123","12","111112","English ","circle","0.2","green","0.9","blue","0.9","striped","0.9","polka-dotted","0.25","red","0.9","square","0.9","cloud","0.9",NA,NA,"223","331","132","True","8"
"1166","77","628","13","112121","English ","solid","0.7","red","0.25","cloud","1","blue","0.95","circle","0.15","striped","0.85","polka-dotted","0.9",NA,NA,NA,NA,"212","222","131","True","7"
"1167","77","2216","14","323211","English ","square","0.9","green","0.05","polka-dotted","0.05","circle","0.25","cloud","0.95",NA,NA,NA,NA,NA,NA,NA,NA,"333","133","233","True","5"
"1168","77","1695","15","121212","English ","striped","0.2","cloud","0.95","circle","0.2","red","0.95","green","0.2","solid","0.6",NA,NA,NA,NA,NA,NA,"112","223","223","False","6"
"1169","77","413","16","321112","English ","cloud","0.9","square","0.9","striped","0.85","solid","0","green","0.05","circle","0.9",NA,NA,NA,NA,NA,NA,"123","213","313","True","6"
"1170","77","934","17","212121","English ","striped","0.2","green","0.9","square","0.9","solid","0.7","circle","0.1","red","0.15",NA,NA,NA,NA,NA,NA,"222","222","313","False","6"
"1171","78","1858","3","123212","English","square","0.7","cloud","0.6","blue","0.55","striped","0.6","green","0.65",NA,NA,NA,NA,NA,NA,NA,NA,"323","121","121","True","5"
"1172","78","924","4","212121","English","cloud","0","polka-dotted","0","blue","1","circle","1","green","0","solid","1",NA,NA,NA,NA,NA,NA,"211","211","133","False","6"
"1173","78","2108","5","111112","English","square","0","solid","0","circle","1","cloud","0","green","0","red","0","blue","1","striped","1",NA,NA,"113","322","221","True","8"
"1174","78","1356","6","113211","English","red","0","green","1","solid","1","blue","0","cloud","0.95","polka-dotted","0.05","striped","0.05",NA,NA,NA,NA,"113","121","132","True","7"
"1175","78","933","7","212121","English","cloud","1","striped","0.95","square","0","solid","0.05","green","1","blue","0.05",NA,NA,NA,NA,NA,NA,"123","123","311","False","6"
"1176","78","367","8","122132","English","square","1","green","0.95","circle","0","polka-dotted","0.05","striped","0.95",NA,NA,NA,NA,NA,NA,NA,NA,"233","223","323","True","5"
"1177","78","309","9","213211","English","cloud","1","solid","1","striped","0","green","0.95","red","0.05","polka-dotted","0.05",NA,NA,NA,NA,NA,NA,"122","132","113","True","6"
"1178","78","2352","10","113232","English","circle","1","solid","1","red","1","striped","0","polka-dotted","0",NA,NA,NA,NA,NA,NA,NA,NA,"212","232","222","True","5"
"1179","78","1689","11","121212","English","polka-dotted","0","green","0.05","red","1","square","1","striped","0.95","cloud","0",NA,NA,NA,NA,NA,NA,"133","322","322","False","6"
"1180","78","935","12","212121","English","solid","0.95","cloud","0.05","polka-dotted","0.05","red","0.95","green","0.05","circle","1",NA,NA,NA,NA,NA,NA,"133","133","212","False","6"
"1181","78","1381","13","113211","English","circle","1","square","0.05","polka-dotted","0.05","cloud","0","solid","1","red","1","striped","0.05",NA,NA,NA,NA,"332","122","212","True","7"
"1182","78","890","14","112122","English","cloud","1","striped","1","square","0.05","polka-dotted","0.05","circle","0.05","blue","0.05","red","0.95",NA,NA,NA,NA,"321","122","231","True","7"
"1183","78","917","15","212121","English","striped","0","red","1","cloud","1","solid","1","circle","0.05","green","0",NA,NA,NA,NA,NA,NA,"223","223","112","False","6"
"1184","78","1403","16","322111","English","blue","0.95","cloud","1","red","0","solid","1","circle","0","square","0.05",NA,NA,NA,NA,NA,NA,"111","211","312","True","6"
"1185","78","65","17","122111","English","solid","0.95","polka-dotted","0.05","striped","0.05","red","0.95","circle","0.95","cloud","0.05","green","0.05",NA,NA,NA,NA,"133","223","212","True","7"
"1186","79","813","3","112111","english","striped","1","circle","0.95","square","0","polka-dotted","0","solid","0","red","1","green","1","blue","0",NA,NA,"213","222","331","True","8"
"1187","79","1980","4","323232","english","cloud","1","solid","1","blue","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"111","111","111","False","3"
"1188","79","915","5","212121","english","solid","1","square","1","cloud","1","green","1","striped","1","blue","0",NA,NA,NA,NA,NA,NA,"113","113","321","False","6"
"1189","79","474","6","211111","english","blue","0","cloud","1","solid","1","square","0","green","1","striped","0","polka-dotted","0","circle","0",NA,NA,"223","113","331","True","8"
"1190","79","1664","7","121212","english","cloud","1","square","0","solid","1","blue","0","green","1","striped","0",NA,NA,NA,NA,NA,NA,"321","113","113","False","6"
"1191","79","1784","8","322132","english","blue","0","cloud","1","striped","1","green","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"123","123","121","True","4"
"1192","79","565","9","213212","english","red","0","striped","1","circle","1","square","0","green","1",NA,NA,NA,NA,NA,NA,NA,NA,"323","223","222","True","5"
"1193","79","1871","10","123212","english","solid","0","striped","1","red","0","square","1","green","1",NA,NA,NA,NA,NA,NA,NA,NA,"312","323","323","True","5"
"1194","79","1676","11","121212","english","blue","1","solid","1","square","1","circle","0","striped","0","red","0",NA,NA,NA,NA,NA,NA,"222","311","311","False","6"
"1195","79","2368","12","113232","english","blue","1","cloud","1","square","1","circle","1","polka-dotted","0.95",NA,NA,NA,NA,NA,NA,NA,NA,"131","331","231","True","5"
"1196","79","1955","13","323232","english","red","1","striped","1","square","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"322","322","322","False","3"
"1197","79","1","14","122112","english","cloud","0","polka-dotted","1","square","1","solid","1","blue","1","green","1",NA,NA,NA,NA,NA,NA,"333","311","111","True","6"
"1198","79","2158","15","121111","english","red","1","striped","1","square","1","circle","1","cloud","0.95","green","0.95","solid","0.95","blue","0.8",NA,NA,"223","111","312","True","8"
"1199","79","224","16","212132","english","green","1","polka-dotted","1","striped","0","cloud","1","circle","0",NA,NA,NA,NA,NA,NA,NA,NA,"133","133","223","True","5"
"1200","79","1746","17","212112","english","polka-dotted","1","square","1","solid","0.2","blue","0","cloud","0","red","1",NA,NA,NA,NA,NA,NA,"312","332","131","True","6"
"1201","80","923","3","212121","English","polka-dotted","1","cloud","1","circle","0.75","red","0.75","striped","0.95","green","1",NA,NA,NA,NA,NA,NA,"222","222","133","False","6"
"1202","80","648","4","112121","English","square","0.75","cloud","1","polka-dotted","0.7","green","1","solid","1","red","1","blue","1",NA,NA,NA,NA,"333","332","111","True","7"
"1203","80","1510","5","322112","English","polka-dotted","0.7","striped","1","circle","0.7","blue","0","cloud","0.8",NA,NA,NA,NA,NA,NA,NA,NA,"231","131","121","True","5"
"1204","80","1808","6","122121","English","cloud","1","green","1","solid","1","circle","1","polka-dotted","0.75","blue","1",NA,NA,NA,NA,NA,NA,"113","133","231","True","6"
"1205","80","1665","7","121212","English","solid","1","cloud","0.7","polka-dotted","0.65","green","1","blue","0.7","circle","1",NA,NA,NA,NA,NA,NA,"213","131","131","False","6"
"1206","80","1876","8","123212","English","square","1","green","0.7","circle","0.7","red","1","polka-dotted","0.7",NA,NA,NA,NA,NA,NA,NA,NA,"332","233","233","True","5"
"1207","80","497","9","211111","English","circle","0.5","solid","0.5","square","1","cloud","1","polka-dotted","1","red","0.5","striped","1","blue","1",NA,NA,"332","222","111","True","8"
"1208","80","1322","10","122122","English","polka-dotted","0.65","cloud","0.8","red","0.7","circle","1","solid","0.65","green","1",NA,NA,NA,NA,NA,NA,"232","133","112","True","6"
"1209","80","1271","11","111111","English","polka-dotted","0.95","red","0.95","green","0.95","striped","1","cloud","1","square","1","circle","1","solid","1","blue","1","122","311","233","False","9"
"1210","80","1694","12","121212","English","square","0.65","striped","0.7","solid","1","blue","0.7","cloud","1","green","1",NA,NA,NA,NA,NA,NA,"113","321","321","False","6"
"1211","80","606","13","112121","English","striped","1","circle","0.7","cloud","1","blue","1","solid","1","polka-dotted","1","green","0.65",NA,NA,NA,NA,"213","233","121","True","7"
"1212","80","1870","14","123212","English","circle","1","green","0.75","polka-dotted","0.65","solid","1","square","0.65",NA,NA,NA,NA,NA,NA,NA,NA,"213","333","333","True","5"
"1213","80","2397","15","113232","English","green","1","striped","0.5","circle","0.5","red","1","blue","1",NA,NA,NA,NA,NA,NA,NA,NA,"221","222","223","True","5"
"1214","80","939","16","212121","English","square","0.5","red","1","striped","0.5","polka-dotted","0.5","cloud","1","blue","0.5",NA,NA,NA,NA,NA,NA,"331","331","122","False","6"
"1215","80","454","17","211111","English","square","0.5","red","0.95","green","0.95","blue","0.95","striped","1","circle","0.95","polka-dotted","0.95","solid","0.95",NA,NA,"331","313","222","True","8"
"1216","81","889","3","112122","English","striped","1","circle","1","polka-dotted","1","cloud","1","red","1","square","0.6","green","0.6",NA,NA,NA,NA,"333","232","123","True","7"
"1217","81","2124","4","111112","English","red","1","green","1","blue","1","cloud","1","circle","1","polka-dotted","1","square","0.6","striped","0.9",NA,NA,"132","221","323","True","8"
"1218","81","1993","5","323232","English","striped","0","red","0","cloud","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"122","122","122","False","3"
"1219","81","572","6","213212","English","cloud","0","green","0.35","striped","1","polka-dotted","0.55","red","1",NA,NA,NA,NA,NA,NA,NA,NA,"123","133","132","True","5"
"1220","81","206","7","212132","English","circle","1","blue","0","striped","1","polka-dotted","0.55","square","0.55",NA,NA,NA,NA,NA,NA,NA,NA,"331","331","221","True","5"
"1221","81","1431","8","322111","English","polka-dotted","0.55","blue","1","square","0","red","1","striped","1","green","1",NA,NA,NA,NA,NA,NA,"331","333","322","True","6"
"1222","81","380","9","122132","English","green","0.25","square","1","cloud","0.55","solid","0.15","red","1",NA,NA,NA,NA,NA,NA,NA,NA,"112","113","313","True","5"
"1223","81","2178","10","121111","English","polka-dotted","0.6","red","1","circle","1","cloud","1","square","1","solid","0.3","blue","1","green","1",NA,NA,"111","333","232","True","8"
"1224","81","1272","11","111111","English","polka-dotted","1","circle","1","square","1","red","1","striped","1","green","1","blue","1","cloud","1","solid","1","122","333","211","False","9"
"1225","81","1942","12","111212","English","green","1","circle","1","red","0.25","striped","1","solid","1","cloud","0.2","polka-dotted","1",NA,NA,NA,NA,"223","132","112","True","7"
"1226","81","1967","13","323232","English","cloud","0","solid","0","green","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"113","113","113","False","3"
"1227","81","1265","14","111111","English","polka-dotted","1","solid","0","circle","1","cloud","1","green","1","red","1","square","1","striped","1","blue","1","321","112","233","False","9"
"1228","81","589","15","213212","English","solid","0.35","circle","1","polka-dotted","1","cloud","0.25","blue","0",NA,NA,NA,NA,NA,NA,NA,NA,"211","111","131","True","5"
"1229","81","1534","16","322112","English","circle","1","square","0.35","green","1","polka-dotted","0","red","0.3",NA,NA,NA,NA,NA,NA,NA,NA,"232","332","333","True","5"
"1230","81","1659","17","121212","English","blue","0.3","square","1","polka-dotted","1","cloud","0.4","green","1","solid","0.35",NA,NA,NA,NA,NA,NA,"333","111","111","False","6"
"1231","82","1251","3","111111","english","solid","0.8","square","0.9","blue","0.85","green","0.9","striped","0.85","circle","1","red","0.9","cloud","0.15","polka-dotted","1","113","231","322","False","9"
"1232","82","914","4","212121","english","blue","0.85","polka-dotted","0.85","square","1","circle","0.75","green","1","striped","1",NA,NA,NA,NA,NA,NA,"223","223","331","False","6"
"1233","82","902","5","212121","english","cloud","1","red","0.65","striped","0.8","green","0.65","circle","0.75","solid","0.95",NA,NA,NA,NA,NA,NA,"122","122","213","False","6"
"1234","82","742","6","212122","english","red","0.8","polka-dotted","1","circle","0.85","green","0.55","square","1","striped","0.6",NA,NA,NA,NA,NA,NA,"332","322","233","True","6"
"1235","82","1384","7","113211","english","striped","1","cloud","0.9","polka-dotted","0.65","solid","0.75","square","0.75","green","0.8","circle","0.7",NA,NA,NA,NA,"313","133","223","True","7"
"1236","82","1742","8","212112","english","solid","0.7","cloud","0.85","blue","1","green","1","polka-dotted","1","square","0.8",NA,NA,NA,NA,NA,NA,"333","133","111","True","6"
"1237","82","731","9","212122","english","square","1","blue","0.9","solid","0.85","red","0.15","polka-dotted","0.2","circle","0.15",NA,NA,NA,NA,NA,NA,"311","211","332","True","6"
