"","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik"
"1008",1098,73,960,8,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,331,112,113,"square",121112,"False",1,3,2,9,10,19,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,121211,2.19722457733622
"1009",1099,73,137,9,"English","solid things",0.5,"striped things",1,"polka-dotted things",0,"blue things",0.5,"red things",0.5,"green things",0.5,122,132,211,"cloud",212111,"True",1,2,3,13,16,2,NA,NA,NA,0.33333,0.66667,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66663,4e-05,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.33333,0.33333,212111,1.73516566086787
"1010",1100,73,718,10,"English","solid things",0.5,"striped things",1,"polka-dotted things",0,"clouds",0.5,"circles",0.5,"squares",0.5,221,231,122,"blue",212122,"True",3,2,1,5,8,13,0.33333,0.33333,0.33333,0.33333,0.66667,0,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.66663,4e-05,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0.33333,0.33333,212122,1.73516566317288
"1011",1101,73,146,11,"English","blue things",1,"red things",0.5,"green things",0,"clouds",0.5,"circles",0.5,"squares",0.5,131,133,212,"polka-dotted",212111,"True",2,3,1,7,25,11,0.33333,0.33333,0.33333,NA,NA,NA,0.66667,0.33333,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66663,0.33333,4e-05,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66667,0.33333,0,212111,1.73516566086787
"1012",1102,73,2244,12,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",1,"striped things",0,"polka-dotted things",0,313,333,323,"green",323211,"True",3,1,2,21,27,24,0.33333,0.33333,0.33333,1,0,0,NA,NA,NA,0.33333,0.33333,0.33333,0.99988,6e-05,6e-05,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,1,0,0,0.33333,0.33333,0.33333,323211,1.09872989692502
"1013",1103,73,1705,13,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0,"striped things",0.5,"polka-dotted things",1,131,111,313,"cloud",212112,"True",1,3,2,7,1,21,NA,NA,NA,0,0.33333,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,8e-05,0.33333,0.66659,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.66667,0.33333,0.33333,0.33333,212112,1.73520485324802
"1014",1104,73,1784,14,"English","blue things",0,"red things",0.5,"green things",1,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,123,123,121,"cloud",322132,"True",1,3,2,22,22,4,NA,NA,NA,0.33333,0.33333,0.33333,0,0.33333,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,8e-05,0.33333,0.66659,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.33333,0.66667,323221,1.73520485785723
"1015",1105,73,783,15,"English","solid things",0,"striped things",1,"polka-dotted things",0.5,"clouds",1,"circles",0,"squares",0.5,121,211,213,"blue",211212,"True",3,2,1,4,2,20,0.66667,0,0.33333,0,0.66667,0.33333,NA,NA,NA,0.66659,8e-05,0.33333,8e-05,0.66659,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,211212,1.27318512915982
"1016",1106,73,1718,16,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0,"polka-dotted things",1,233,223,321,"green",212112,"True",3,1,2,26,23,6,0.33333,0.33333,0.33333,0.33333,0,0.66667,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,8e-05,0.66659,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0,0.66667,0.33333,0.33333,0.33333,212112,1.73520485324802
"1017",1107,73,1875,17,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,231,311,311,"circle",123212,"False",1,2,3,8,3,3,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123212,2.19722457733622
"1018",1108,73,1615,18,"English","clouds",0.5,"circles",1,"squares",0,"solid things",1,"striped things",0.5,"polka-dotted things",0,212,332,323,"red",211112,"True",3,1,2,11,18,24,0.33333,0.66667,0,0.66667,0.33333,0,NA,NA,NA,0.33333,0.66659,8e-05,0.66663,0.33333,4e-05,0.33333,0.33333,0.33333,0.33333,0.66667,0,0.66667,0.33333,0,0.33333,0.33333,0.33333,211211,1.27314593677966
"1019",1109,73,787,19,"English","blue things",0,"red things",1,"green things",0.5,"clouds",0.5,"circles",1,"squares",0,212,311,321,"solid",211212,"True",2,3,1,11,3,6,0.33333,0.66667,0,NA,NA,NA,0,0.66667,0.33333,0.33333,0.66659,8e-05,0.33333,0.33333,0.33333,8e-05,0.66659,0.33333,0.33333,0.66667,0,0.33333,0.33333,0.33333,0,0.66667,0.33333,211212,1.27318512915982
"1020",1110,73,1474,20,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,223,113,313,"striped",123211,"False",2,1,3,23,19,21,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123211,2.19722457733622
"1021",1111,74,732,6,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",1,"circles",0,"squares",0.5,132,232,113,"polka-dotted",212122,"True",2,3,1,16,17,19,0.66667,0,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.66408,0.00258,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66422,0.00245,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,212122,1.73771435279056
"1022",1112,74,1865,7,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,331,233,233,"square",123212,"False",1,2,3,9,26,26,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123212,2.19722457733622
"1023",1113,74,430,8,"English","blue things",1,"red things",0.5,"green things",0,"solid things",0,"striped things",1,"polka-dotted things",0,321,313,333,"square",321112,"True",1,3,2,6,21,27,NA,NA,NA,0,1,0,0.66667,0.33333,0,0.33333,0.33333,0.33333,6e-05,0.99988,6e-05,0.66663,0.33333,4e-05,0.33333,0.33333,0.33333,0,1,0,0.66667,0.33333,0,321211,0.636670980456662
"1024",1114,74,563,9,"English","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0,"green things",1,323,322,312,"striped",213212,"True",2,1,3,24,15,12,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.00547,0.6612,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.00538,0.66129,213212,1.74061716330996
"1025",1115,74,1339,10,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,223,212,122,"green",122122,"False",3,2,1,23,11,13,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,122122,2.19722457733622
"1026",1116,74,796,11,"English","clouds",0,"circles",0.5,"squares",1,"solid things",0.5,"striped things",1,"polka-dotted things",0,322,132,133,"red",211212,"True",3,1,2,15,16,25,0,0.33333,0.66667,0.33333,0.66667,0,NA,NA,NA,0.00594,0.33333,0.66073,0.33333,0.66073,0.00594,0.33333,0.33333,0.33333,0.00641,0.33333,0.66026,0.33333,0.66026,0.00641,0.33333,0.33333,0.33333,211212,1.28496164000728
"1027",1117,74,763,12,"English","clouds",0.5,"circles",1,"squares",0,"solid things",0,"striped things",1,"polka-dotted things",0.5,221,311,313,"blue",211212,"True",3,1,2,5,3,21,0.33333,0.66667,0,0,0.66667,0.33333,NA,NA,NA,0.33333,0.66073,0.00594,0.00594,0.66073,0.33333,0.33333,0.33333,0.33333,0.33333,0.66026,0.00641,0.00641,0.66026,0.33333,0.33333,0.33333,0.33333,211212,1.28496164000728
"1028",1118,74,1567,13,"English","clouds",1,"circles",0.5,"squares",0,"solid things",0.5,"striped things",0,"polka-dotted things",1,133,133,323,"green",322121,"True",3,1,2,25,25,24,0.66667,0.33333,0,0.33333,0,0.66667,NA,NA,NA,0.66009,0.33333,0.00658,0.33333,0.00658,0.66009,0.33333,0.33333,0.33333,0.66125,0.33333,0.00542,0.33333,0.00542,0.66125,0.33333,0.33333,0.33333,322121,1.28625002050183
"1029",1119,74,168,14,"English","solid things",0,"striped things",0.5,"polka-dotted things",1,"blue things",0.5,"red things",0.5,"green things",0.5,331,311,311,"square",323212,"True",1,2,3,9,3,3,NA,NA,NA,0,0.33333,0.66667,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.00251,0.33333,0.66416,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.00243,0.33333,0.66424,0.33333,0.33333,0.33333,323212,1.73764036761527
"1030",1120,74,599,15,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",1,"red things",0.5,"green things",0,221,223,323,"circle",213212,"True",1,2,3,5,23,24,NA,NA,NA,0.33333,0.33333,0.33333,0.66667,0.33333,0,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.6612,0.33333,0.00547,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.66129,0.33333,0.00538,213212,1.74061716330996
"1031",1121,74,83,16,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,333,322,121,"polka-dotted",122111,"False",2,3,1,27,15,4,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,122111,2.19722457733622
"1032",1122,74,1913,17,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,223,111,112,"green",111212,"False",3,1,2,23,1,10,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,111212,2.19722457733622
"1033",1123,74,420,18,"English","clouds",0.05,"circles",0,"squares",1,"blue things",0.05,"red things",0.5,"green things",1,323,121,221,"striped",321112,"True",2,1,3,24,4,5,0.04762,0,0.95238,NA,NA,NA,0.03226,0.32258,0.64516,6e-05,6e-05,0.99988,0.33333,0.33333,0.33333,4e-05,0.33333,0.66663,0,0,1,0.33333,0.33333,0.33333,0,0.33333,0.66667,321211,1.40732051226455
"1034",1124,74,895,19,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,333,322,213,"polka-dotted",112122,"False",2,3,1,27,15,20,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,112122,2.19722457733622
"1035",1125,74,1447,20,"English","blue things",0,"red things",1,"green things",0,"solid things",1,"striped things",0,"polka-dotted things",0,312,313,321,"square",322111,"True",1,3,2,12,21,6,NA,NA,NA,1,0,0,0,1,0,0.33333,0.33333,0.33333,0.66071,0.00596,0.33333,0.00449,0.99103,0.00449,0.33333,0.33333,0.33333,0.66125,0.00542,0.33333,0.00408,0.99184,0.00408,322111,0.42345529693643
"1036",1126,75,1410,6,"ENGLISH","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,232,231,133,"polka-dotted",322111,"True",2,1,3,17,8,25,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.3318,0.33487,0.33333,0.33333,0.33333,0.33333,0.33129,0.33742,0.33129,0.33171,0.33495,0.33333,0.33333,0.33333,0.33333,0.33118,0.33765,0.33118,322111,2.19726913169231
"1037",1127,75,2104,7,"ENGLISH","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,112,233,323,"cloud",111112,"False",1,2,3,10,26,24,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,111211,2.19722457733622
"1038",1128,75,521,8,"ENGLISH","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,331,321,312,"polka-dotted",112132,"False",2,3,1,9,6,12,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,113221,2.19722457733622
"1039",1129,75,1560,9,"ENGLISH","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,313,313,332,"square",322121,"True",1,2,3,21,21,18,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33462,0.33333,0.33205,0.33333,0.33205,0.33462,0.33333,0.33333,0.33333,0.33468,0.33333,0.33199,0.33333,0.33199,0.33468,322121,2.19723444298463
"1040",1130,75,756,10,"ENGLISH","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,222,332,333,"red",211212,"True",3,2,1,14,18,27,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33556,0.33111,0.33333,0.33556,0.33111,0.33333,0.33333,0.33333,0.33333,0.33546,0.3312,0.33333,0.33546,0.3312,0.33333,0.33333,0.33333,211212,2.1972543510351
"1041",1131,75,1023,11,"ENGLISH","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,133,121,223,"cloud",212212,"True",1,2,3,25,4,23,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33125,0.33542,0.33124,0.33333,0.33543,0.33333,0.33333,0.33333,0.33333,0.3312,0.33547,0.33119,0.33333,0.33547,212212,2.19725084608965
"1042",1132,75,2097,12,"ENGLISH","blue things",0.5,"red things",0.5,"green things",0.6,"clouds",0.5,"circles",0.5,"squares",0.5,233,132,331,"polka-dotted",321111,"True",2,3,1,26,16,9,0.33333,0.33333,0.33333,NA,NA,NA,0.3125,0.3125,0.375,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33334,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33334,321111,2.19722457731813
"1043",1133,75,97,13,"ENGLISH","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,221,232,112,"blue",122111,"False",3,1,2,5,17,10,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,122111,2.19722457733622
"1044",1134,75,1550,14,"ENGLISH","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,113,313,333,"green",322112,"True",3,2,1,19,21,27,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33661,0.33333,0.33006,0.33498,0.33333,0.33169,0.33333,0.33333,0.33333,0.33664,0.33333,0.33002,0.335,0.33333,0.33167,0.33333,0.33333,0.33333,322112,2.19726494467931
"1045",1135,75,1343,15,"ENGLISH","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,333,311,213,"polka-dotted",122122,"False",2,3,1,27,3,20,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,122122,2.19722457733622
"1046",1136,75,1465,16,"ENGLISH","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,223,232,231,"striped",123211,"False",2,3,1,23,17,8,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,123211,2.19722457733622
"1047",1137,75,2238,17,"ENGLISH","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.45,221,231,211,"blue",323211,"True",3,2,1,5,8,2,0.34483,0.34483,0.31034,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33151,0.33697,0.33151,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33148,0.33705,0.33148,0.33333,0.33333,0.33333,323211,2.19725424847313
"1048",1138,75,1514,18,"ENGLISH","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,123,133,132,"cloud",322112,"True",1,2,3,22,25,16,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33661,0.33006,0.33333,0.33169,0.33498,0.33333,0.33333,0.33333,0.33333,0.33664,0.33002,0.33333,0.33167,0.335,322112,2.19726494467931
"1049",1139,75,140,19,"ENGLISH","clouds",0.5,"circles",0.5,"squares",0.5,"blue things",0.5,"red things",0.45,"green things",0.5,232,332,121,"polka-dotted",212111,"True",2,1,3,17,18,4,0.33333,0.33333,0.33333,NA,NA,NA,0.34483,0.31034,0.34483,0.33333,0.336,0.33067,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33605,0.33062,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,212111,2.1972458464681
"1050",1140,75,1417,20,"ENGLISH","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,313,333,123,"green",322111,"True",3,1,2,21,27,22,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.3318,0.33333,0.33487,0.33742,0.33129,0.33129,0.33333,0.33333,0.33333,0.33171,0.33333,0.33495,0.33765,0.33118,0.33118,0.33333,0.33333,0.33333,322111,2.19726913169231
"1051",1141,76,1536,6,"English","solid things",0,"striped things",1,"polka-dotted things",0.05,"blue things",0,"red things",0.5,"green things",0.5,223,213,211,"circle",322112,"True",1,2,3,23,20,2,NA,NA,NA,0,0.95238,0.04762,0,0.5,0.5,0.33333,0.33333,0.33333,0.00786,0.6588,0.33333,0.01536,0.33333,0.6513,0.33333,0.33333,0.33333,0.00834,0.65833,0.33333,0.01627,0.33333,0.6504,322112,1.21346937387553
"1052",1142,76,2026,7,"English","solid things",0.5,"striped things",0.7,"polka-dotted things",0,"blue things",0.5,"red things",0,"green things",1,123,122,133,"cloud",322122,"True",1,2,3,22,13,25,NA,NA,NA,0.41667,0.58333,0,0.33333,0,0.66667,0.33333,0.33333,0.33333,0.33333,0.64059,0.02608,0.33333,0.02608,0.64059,0.33333,0.33333,0.33333,0.33333,0.63964,0.02702,0.33333,0.02702,0.63964,322122,1.38067075447978
"1053",1143,76,676,8,"English","blue things",0.5,"red things",0,"green things",0.95,"clouds",0,"circles",0.5,"squares",0.95,333,132,321,"polka-dotted",212211,"True",2,3,1,27,16,6,0,0.34483,0.65517,NA,NA,NA,0.34483,0,0.65517,0.01247,0.33333,0.6542,0.33333,0.33333,0.33333,0.33333,0.01225,0.65441,0.01307,0.33333,0.65359,0.33333,0.32324,0.34343,0.32001,0.01307,0.66692,212211,1.31348457615418
"1054",1144,76,1142,9,"English","solid things",0,"striped things",0.95,"polka-dotted things",0.5,"clouds",0.95,"circles",0,"squares",0.5,122,212,212,"red",321212,"True",3,2,1,13,11,11,0.65517,0,0.34483,0,0.65517,0.34483,NA,NA,NA,0.65485,0.01182,0.33333,0.01182,0.65485,0.33333,0.33333,0.33333,0.33333,0.65368,0.01298,0.33333,0.01298,0.65368,0.33333,0.33333,0.33333,0.33333,321212,1.31240271180033
"1055",1145,76,1413,10,"English","blue things",0.95,"red things",0.5,"green things",0,"clouds",0,"circles",0,"squares",1,321,121,223,"striped",322111,"True",2,3,1,6,4,23,0,0,1,NA,NA,NA,0.65517,0.34483,0,0.02011,0.02011,0.95978,0.33333,0.33333,0.33333,0.64038,0.33333,0.02629,0.02077,0.02077,0.95846,0.33333,0.33333,0.33333,0.63954,0.33333,0.02713,322111,0.711893455107989
"1056",1146,76,808,11,"English","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,211,112,323,"blue",112111,"False",3,1,2,2,10,24,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.31684,0.36632,0.31684,0.35701,0.30965,0.33333,0.36632,0.31684,0.31684,112111,2.19722457733622
"1057",1147,76,1306,12,"English","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,133,112,213,"polka-dotted",122122,"False",2,3,1,25,10,20,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.35719,0.30948,0.33333,0.30901,0.33333,0.35765,0.33333,0.30948,0.35719,122122,2.19722457733622
"1058",1148,76,611,13,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,231,131,312,"circle",112121,"False",1,2,3,8,7,12,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.31672,0.36657,0.31672,0.30948,0.33333,0.35719,0.35719,0.30948,0.33333,112121,2.19722457733622
"1059",1149,76,421,14,"English","blue things",0,"red things",0.7,"green things",0,"solid things",0,"striped things",0.5,"polka-dotted things",1,232,211,213,"circle",321112,"True",1,3,2,17,2,20,NA,NA,NA,0,0.33333,0.66667,0,1,0,0.33333,0.33333,0.33333,0.01244,0.33333,0.65423,0.01831,0.96338,0.01831,0.33333,0.33333,0.33333,0.01356,0.33333,0.65311,0.01993,0.96014,0.01993,321211,0.686378688840815
"1060",1150,76,1841,15,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,131,231,213,"cloud",122121,"False",1,2,3,7,8,20,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.35765,0.30901,0.33333,0.30948,0.33333,0.35719,0.35719,0.33333,0.30948,122121,2.19722457733622
"1061",1151,76,1068,16,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,131,233,333,"cloud",113212,"False",1,2,3,7,26,27,NA,NA,NA,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.36256,0.31872,0.31872,0.33333,0.33333,0.33333,0.35478,0.33333,0.31189,113212,2.19722457733622
"1062",1152,76,1048,17,"English","solid things",1,"striped things",0,"polka-dotted things",0.5,"clouds",0.25,"circles",0.5,"squares",0.8,312,122,321,"red",212212,"True",3,2,1,12,13,6,0.16129,0.32258,0.51613,0.66667,0,0.33333,NA,NA,NA,0.00579,0.33333,0.66088,0.65548,0.01119,0.33333,0.33333,0.33333,0.33333,0.00627,0.33333,0.6604,0.65461,0.01206,0.33333,0.32362,0.34305,0.33333,212212,2.04699659549284
"1063",1153,76,1169,18,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",1,"squares",0,232,332,233,"red",212232,"True",3,2,1,17,18,26,0.33333,0.66667,0,0.33333,0.33333,0.33333,NA,NA,NA,0.33333,0.65458,0.01209,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.65397,0.01269,0.33333,0.33333,0.33333,0.33333,0.34292,0.32374,213222,1.74732703129326
"1064",1154,76,1502,19,"English","blue things",0.5,"red things",0.95,"green things",0,"solid things",0.25,"striped things",0.95,"polka-dotted things",0.5,222,223,213,"circle",322112,"True",1,3,2,14,23,20,NA,NA,NA,0.14706,0.55882,0.29412,0.34483,0.65517,0,0.33333,0.33333,0.33333,0.01536,0.6513,0.33333,0.33333,0.6588,0.00786,0.33333,0.33333,0.33333,0.01627,0.6504,0.33333,0.33333,0.65833,0.00834,322112,1.82906258426758
"1065",1155,76,720,20,"English","blue things",0,"red things",0.5,"green things",0.5,"solid things",1,"striped things",0.5,"polka-dotted things",0,312,332,211,"square",212122,"True",1,3,2,12,18,2,NA,NA,NA,0.66667,0.33333,0,0,0.5,0.5,0.33333,0.33333,0.33333,0.65459,0.33333,0.01207,0.33333,0.33333,0.33333,0.33333,0.33333,0.33333,0.65402,0.33333,0.01265,0.33333,0.33333,0.33333,212122,1.74730910966364
