"","X.1","X","workerid","item","slide_number","language","pref1","response1","pref2","response2","pref3","response3","pref4","response4","pref5","response5","pref6","response6","target","obj2","obj3","utterance","itemCode","ambiguous","uttFeat","q1Feat","q2Feat","targetOC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode"
"915",915,1005,66,1640,20,"English","clouds",1,"circles",0,"squares",0,"blue things",0,"red things",1,"green things",0,122,221,311,"striped",211112,"True",2,1,3,13,5,3,NA,NA,NA,1,0,NA,1,0,0,0.5,0.5,NA,1,0,NA,0.69231,0,0.30769,0.5,0.5,NA,0.921294212942129,0.0787057870578706,NA,0.63724,0.02964,0.33312,211211
"916",916,1006,67,1800,6,"english","solid things",0.05,"striped things",0.1,"polka-dotted things",1,"blue things",0,"red things",1,"green things",0,232,232,212,"circle",322132,"True",1,2,3,17,17,11,NA,NA,NA,NA,NA,NA,0.952379387766278,0.0476206122337221,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0.955314553145531,0.0446854468544685,NA,323221
"917",917,1007,67,1586,7,"english","clouds",0.05,"circles",0.05,"squares",1,"solid things",1,"striped things",0,"polka-dotted things",0,311,311,131,"blue",322121,"True",3,1,2,3,3,7,NA,NA,NA,1,0,NA,0.952385442202527,0.0476145577974731,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.95521022394888,0.0447897760511197,NA,0.95521022394888,0.0447897760511197,NA,322121
"918",918,1008,67,444,8,"english","solid things",0.95,"striped things",0,"polka-dotted things",0.05,"blue things",1,"red things",0,"green things",0.05,311,332,333,"square",321112,"True",1,2,3,3,18,27,NA,NA,NA,0.95,0.05,NA,0.95238,0,0.04762,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,0.976705116474418,0.0232948835255824,NA,0.95448,0.02276,0.02276,321211
"919",919,1009,67,424,9,"english","clouds",0.05,"circles",1,"squares",0,"solid things",0,"striped things",1,"polka-dotted things",0,222,132,112,"red",321112,"True",3,1,2,14,16,10,NA,NA,NA,0.95238,0.04762,NA,1,0,0,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,0.976705116474418,0.0232948835255824,NA,0.95448,0.02276,0.02276,321211
"920",920,1010,67,730,10,"english","clouds",0,"circles",0.05,"squares",1,"blue things",1,"red things",0,"green things",0,321,323,111,"striped",212122,"True",2,1,3,6,24,1,NA,NA,NA,1,0,NA,1,0,NA,0.5,0.5,NA,0.5,0.5,NA,1,0,NA,0.5,0.5,NA,0.5,0.5,NA,0.97610476104761,0.0238952389523895,NA,212122
"921",921,1011,67,167,11,"english","solid things",1,"striped things",0,"polka-dotted things",0,"clouds",1,"circles",0,"squares",0,111,131,131,"blue",323212,"True",3,2,1,1,7,7,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0.976705116474418,0.0232948835255824,NA,323212
"922",922,1012,67,1098,12,"english","blue things",0.05,"red things",0.95,"green things",0,"solid things",1,"striped things",0,"polka-dotted things",0,312,211,111,"square",113212,"False",1,3,2,12,2,1,NA,NA,NA,NA,NA,NA,0.95,0.05,NA,0.333333333333333,0.333333333333333,0.333333333333333,NA,NA,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,NA,NA,NA,0.5,0.5,NA,113212
"923",923,1013,67,1944,13,"english","clouds",0,"circles",0,"squares",1,"blue things",0,"red things",1,"green things",0,332,113,123,"polka-dotted",111212,"False",2,1,3,18,19,22,NA,NA,NA,1,0,NA,1,0,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,111212
"924",924,1014,67,1543,14,"english","blue things",0.95,"red things",0,"green things",0,"clouds",0.05,"circles",1,"squares",0,221,121,122,"striped",322112,"True",2,3,1,5,4,13,NA,NA,NA,1,0,NA,0.95238,0.04762,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.955359553595536,0.044640446404464,NA,0.976689766897669,0.023310233102331,NA,322112
"925",925,1015,67,161,15,"english","solid things",0.05,"striped things",0,"polka-dotted things",0.05,"blue things",0.05,"red things",0.1,"green things",0.95,313,312,312,"square",323212,"True",1,2,3,21,12,12,NA,NA,NA,NA,NA,NA,0.904761405898067,0.0952385941019328,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0.976705116474418,0.0232948835255824,NA,323212
"926",926,1016,67,1887,16,"english","blue things",1,"red things",0,"green things",0,"clouds",0,"circles",1,"squares",0,231,212,212,"polka-dotted",123212,"False",2,3,1,8,11,11,NA,NA,NA,NA,NA,NA,1,0,NA,0.5,0.5,NA,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,NA,NA,NA,0.5,0.5,NA,123212
"927",927,1017,67,666,17,"english","clouds",0,"circles",0.95,"squares",0,"blue things",0.05,"red things",0.05,"green things",1,213,112,231,"solid",212211,"True",2,1,3,20,10,8,NA,NA,NA,1,0,NA,0.90909909099091,0.045450454504545,0.045450454504545,0.5,0.5,NA,1,0,NA,0.64286,0,0.35714,0.5,0.5,NA,0.976105119474403,0.0238948805255974,NA,0.650843491565084,0.015589844101559,0.333566664333357,212211
"928",928,1018,67,18,18,"english","solid things",0.1,"striped things",1,"polka-dotted things",0,"clouds",0,"circles",1,"squares",0,221,213,113,"blue",122112,"False",3,2,1,5,20,19,NA,NA,NA,1,0,NA,0.90909,0.09091,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,122112
"929",929,1019,67,436,19,"english","blue things",0,"red things",0.05,"green things",1,"solid things",0,"striped things",0.05,"polka-dotted things",1,233,222,221,"circle",321112,"True",1,3,2,26,14,5,NA,NA,NA,0.95238,0.04762,NA,0.95238,0.04762,0,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,0.976705116474418,0.0232948835255824,NA,0.95448,0.02276,0.02276,321211
"930",930,1020,67,1287,20,"english","solid things",0.95,"striped things",0,"polka-dotted things",0.05,"clouds",0.95,"circles",0,"squares",0,112,333,221,"red",111111,"False",3,2,1,10,27,5,NA,NA,NA,0.95,0.05,0,1,0,0,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,111111
"931",931,1021,68,1832,6,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,212,112,121,"circle",122121,"False",1,3,2,11,10,4,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,122121
"932",932,1022,68,2282,7,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,213,213,212,"green",213232,"False",3,2,1,20,20,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,213232
"933",933,1023,68,2304,8,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,132,332,332,"cloud",123232,"False",1,2,3,16,18,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,NA,NA,NA,NA,NA,123232
"934",934,1024,68,1981,9,"English","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,211,211,211,"circle",323232,"False",1,2,3,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323232
"935",935,1025,68,2396,10,"English","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,232,332,132,"circle",113232,"False",1,3,2,17,18,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,NA,NA,NA,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,NA,NA,NA,NA,NA,NA,113232
"936",936,1026,68,1559,11,"English","clouds",0.1,"circles",0.7,"squares",0.5,"blue things",0.15,"red things",0.6,"green things",0.5,232,232,131,"polka-dotted",322121,"True",2,1,3,17,17,7,NA,NA,NA,0.875004062530469,0.124995937469531,NA,0.8,0.2,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.617726911365443,0.382273088634557,NA,0.617726911365443,0.382273088634557,NA,322121
"937",937,1027,68,697,12,"English","solid things",0.6,"striped things",0.5,"polka-dotted things",0.3,"clouds",0.4,"circles",0.4,"squares",0.55,313,233,112,"green",212211,"True",3,2,1,21,26,10,NA,NA,NA,0.666661481504527,0.333338518495473,NA,0.407405925940741,0.29629703702963,0.29629703702963,0.5,0.5,NA,1,0,NA,0.64286,0,0.35714,0.5,0.5,NA,0.666521667391663,0.333478332608337,NA,0.46052,0.20611,0.33337,212211
"938",938,1028,68,670,13,"English","clouds",0.35,"circles",0.6,"squares",0.5,"blue things",0.35,"red things",0.5,"green things",0.65,213,111,232,"solid",212211,"True",2,1,3,20,1,17,NA,NA,NA,0.631576537387243,0.368423462612757,NA,0.433334333343333,0.233332333323333,0.333333333333333,0.5,0.5,NA,1,0,NA,0.64286,0,0.35714,0.5,0.5,NA,0.666521667391663,0.333478332608337,NA,0.46052,0.20611,0.33337,212211
"939",939,1029,68,474,14,"English","solid things",0.4,"striped things",0.6,"polka-dotted things",0.35,"clouds",0.35,"circles",0.6,"squares",0.35,223,113,331,"green",211111,"True",3,2,1,23,19,9,NA,NA,NA,0.44444,0.2963,0.25926,0.46154,0.26923,0.26923,0.5,0.5,NA,0.66667,0,0.33333,0.66667,0,0.33333,0.5,0.5,NA,0.46067,0.206,0.33333,0.46067,0.206,0.33333,211111
"940",940,1030,68,341,15,"English","clouds",0.65,"circles",0.45,"squares",0.35,"blue things",0.5,"red things",0.5,"green things",0.5,132,332,222,"polka-dotted",213211,"True",2,1,3,16,18,14,NA,NA,NA,NA,NA,NA,0.44828,0.24138,0.31034,0.5,0.5,NA,NA,NA,NA,0.66667,0,0.33333,0.5,0.5,NA,NA,NA,NA,0.46067,0.206,0.33333,213211
"941",941,1031,68,1045,16,"English","solid things",0.4,"striped things",0.65,"polka-dotted things",0.5,"blue things",0.65,"red things",0.5,"green things",0.3,221,213,111,"circle",212212,"True",1,2,3,5,20,1,NA,NA,NA,0.684208919686193,0.315791080313807,NA,0.619049024962726,0.380950975037274,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.5,0.5,NA,0.666686666566667,0.333313333433333,NA,0.644021779891101,0.355978220108899,NA,212212
"942",942,1032,68,1647,17,"English","solid things",0.65,"striped things",0.5,"polka-dotted things",0.3,"clouds",0.3,"circles",0.5,"squares",0.65,313,133,232,"green",211112,"True",3,2,1,21,25,17,NA,NA,NA,0.684208919686193,0.315791080313807,NA,0.448275517244828,0.20689793102069,0.344826551734483,0.5,0.5,NA,1,0,NA,0.69231,0,0.30769,0.5,0.5,NA,0.644181441814418,0.355818558185582,NA,0.46082,0.20588,0.3333,211211
"943",943,1033,68,713,18,"English","solid things",0.35,"striped things",0.5,"polka-dotted things",0.65,"clouds",0.5,"circles",0.5,"squares",0.5,332,312,131,"red",212122,"True",3,2,1,18,12,7,NA,NA,NA,0.5,0.5,NA,0.650001500015,0.349998499985,NA,0.5,0.5,NA,0.5,0.5,NA,1,0,NA,0.5,0.5,NA,0.5,0.5,NA,0.666521667391663,0.333478332608337,NA,212122
"944",944,1034,68,2009,19,"English","blue things",0.5,"red things",0.6,"green things",0.4,"solid things",0.5,"striped things",0.4,"polka-dotted things",0.55,132,133,122,"cloud",322122,"True",1,3,2,16,25,13,NA,NA,NA,0.578948975075171,0.421051024924829,NA,0.599997000015,0.400002999985,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.617966910165449,0.382033089834551,NA,0.617966910165449,0.382033089834551,NA,322122
"945",945,1035,68,796,20,"English","solid things",0.5,"striped things",0.6,"polka-dotted things",0.3,"clouds",0.35,"circles",0.5,"squares",0.6,322,132,133,"red",211212,"True",3,2,1,15,16,25,NA,NA,NA,0.666661481504527,0.333338518495473,NA,0.631576537387243,0.368423462612757,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.5,0.5,NA,0.644346443464435,0.355653556535565,NA,0.644346443464435,0.355653556535565,NA,211212
"946",946,1036,69,106,6,"english","blue things",0.3,"red things",0.5,"green things",0.2,"clouds",0.3,"circles",0.8,"squares",0.2,212,213,321,"solid",212111,"True",2,3,1,11,20,6,NA,NA,NA,0.7999947999948,0.2000052000052,NA,0.5,0.2,0.3,0.5,0.5,NA,0.5,0.5,NA,0.66667,0,0.33333,0.5,0.5,NA,0.5,0.5,NA,0.52559,0.14108,0.33333,212111
"947",947,1037,69,775,7,"english","blue things",0.25,"red things",0.75,"green things",0.15,"clouds",0,"circles",0.65,"squares",0.9,332,231,211,"polka-dotted",211212,"True",2,3,1,18,8,2,NA,NA,NA,0.58065,0.41935,NA,0.75,0.25,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.5,0.5,NA,0.726562265622656,0.273437734377344,NA,0.726562265622656,0.273437734377344,NA,211212
"948",948,1038,69,780,8,"english","clouds",0.15,"circles",0.8,"squares",0.25,"solid things",0.8,"striped things",0.8,"polka-dotted things",0.2,223,113,111,"green",211212,"True",3,1,2,23,19,1,NA,NA,NA,0.5,0.5,NA,0.84210592797504,0.15789407202496,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.5,0.5,NA,0.726562265622656,0.273437734377344,NA,0.726562265622656,0.273437734377344,NA,211212
"949",949,1039,69,1184,9,"english","clouds",0.1,"circles",0.1,"squares",0.7,"blue things",0.2,"red things",0.9,"green things",0.15,332,132,322,"polka-dotted",212232,"True",2,1,3,18,16,15,NA,NA,NA,NA,NA,NA,0.875001406248242,0.124998593751758,NA,0.5,0.5,NA,NA,NA,NA,1,0,NA,0.5,0.5,NA,NA,NA,NA,0.768326158369208,0.231673841630792,NA,213222
"950",950,1040,69,874,10,"english","blue things",0.75,"red things",0.2,"green things",0.25,"solid things",0.85,"striped things",0.7,"polka-dotted things",0.75,231,133,311,"circle",112122,"False",1,3,2,8,25,3,NA,NA,NA,0.468749101572607,0.531250898427393,NA,0.750003000012,0.249996999988,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,112122
"951",951,1041,69,489,11,"english","clouds",0.1,"circles",0.2,"squares",1,"solid things",0.8,"striped things",0.15,"polka-dotted things",0.2,311,121,232,"blue",211111,"True",3,1,2,3,4,17,NA,NA,NA,0.695656956569566,0.130431304313043,0.173911739117391,0.76923,0.07692,0.15385,0.5,0.5,NA,0.66667,0,0.33333,0.66667,0,0.33333,0.5,0.5,NA,0.52559,0.14108,0.33333,0.52559,0.14108,0.33333,211111
"952",952,1042,69,91,12,"english","blue things",0.75,"red things",0.2,"green things",0.2,"solid things",0.7,"striped things",0.7,"polka-dotted things",0.05,221,122,133,"circle",122111,"False",1,3,2,5,13,25,NA,NA,NA,0.933338488902637,0.0666615110973629,NA,0.652176521765218,0.173911739117391,0.173911739117391,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,122111
"953",953,1043,69,1583,13,"english","solid things",0.65,"striped things",0.25,"polka-dotted things",0.2,"blue things",0.25,"red things",0.25,"green things",0.85,313,313,321,"square",322121,"True",1,2,3,21,21,6,NA,NA,NA,0.722224938277641,0.277775061722359,NA,0.772722809945755,0.227277190054245,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.702161489192554,0.297838510807446,NA,0.702161489192554,0.297838510807446,NA,322121
"954",954,1044,69,2216,14,"english","clouds",0.3,"circles",0.8,"squares",0.85,"blue things",0.2,"red things",0.2,"green things",0.85,333,133,233,"polka-dotted",323211,"True",2,1,3,27,25,26,NA,NA,NA,NA,NA,NA,0.43589564104359,0.153848461515385,0.410255897441026,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,0.65068,0.17466,0.17466,323211
"955",955,1045,69,944,15,"english","solid things",0.25,"striped things",0.25,"polka-dotted things",0.8,"blue things",0.8,"red things",0.15,"green things",0.15,331,331,222,"square",212121,"False",1,2,3,9,9,14,NA,NA,NA,0.761901224479689,0.238098775520311,NA,0.84210831027176,0.15789168972824,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,212121
"956",956,1046,69,1498,16,"english","solid things",0.25,"striped things",0.75,"polka-dotted things",0.3,"blue things",0.75,"red things",0.15,"green things",0.2,321,223,222,"square",123211,"False",1,2,3,6,23,14,NA,NA,NA,NA,NA,NA,0.68182,0.18182,0.13636,0.5,0.5,NA,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,NA,NA,NA,0.333333333333333,0.333333333333333,0.333333333333333,123211
"957",957,1047,69,751,17,"english","solid things",0.75,"striped things",0.35,"polka-dotted things",0.2,"clouds",0.25,"circles",0.25,"squares",0.8,311,131,133,"blue",211212,"True",3,2,1,3,7,25,NA,NA,NA,0.789468642664587,0.210531357335413,NA,0.761901224479689,0.238098775520311,NA,0.5,0.5,NA,1,0,NA,1,0,NA,0.5,0.5,NA,0.726562265622656,0.273437734377344,NA,0.726562265622656,0.273437734377344,NA,211212
"958",958,1048,69,578,18,"english","solid things",0.25,"striped things",0.2,"polka-dotted things",0.75,"blue things",0.25,"red things",0.8,"green things",0.2,132,112,212,"cloud",213212,"True",1,2,3,16,10,11,NA,NA,NA,NA,NA,NA,0.750003000012,0.249996999988,NA,0.5,0.5,NA,NA,NA,NA,1,0,NA,0.5,0.5,NA,NA,NA,NA,0.726337263372634,0.273662736627366,NA,213212
"959",959,1049,69,1531,19,"english","clouds",0.35,"circles",0.7,"squares",0.25,"blue things",0.15,"red things",0.25,"green things",0.8,223,221,121,"striped",322112,"True",2,1,3,23,5,4,NA,NA,NA,0.666666666666667,0.333333333333333,NA,0.84210592797504,0.15789407202496,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.702506487467563,0.297493512532437,NA,0.788471057644712,0.211528942355288,NA,322112
"960",960,1050,69,1821,20,"english","solid things",0.75,"striped things",0.15,"polka-dotted things",0.15,"clouds",0.25,"circles",0.25,"squares",0.25,212,213,123,"red",122121,"False",3,2,1,11,20,22,NA,NA,NA,0.833331388905093,0.166668611094908,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,122121
"961",961,1051,70,1783,6,"english","clouds",0,"circles",0,"squares",0.5,"solid things",0.95,"striped things",0,"polka-dotted things",0,311,311,321,"blue",322132,"True",3,1,2,3,3,6,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0.98979989799898,0.01020010200102,NA,323221
"962",962,1052,70,1202,7,"english","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,222,123,131,"red",112112,"False",3,1,2,14,22,7,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,112112
"963",963,1053,70,1120,8,"english","solid things",1,"striped things",0,"polka-dotted things",0.5,"blue things",1,"red things",0.5,"green things",0,211,223,223,"circle",321212,"True",1,2,3,2,23,23,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.995035024824876,0.00496497517512412,NA,0.995035024824876,0.00496497517512412,NA,321212
"964",964,1054,70,2132,9,"english","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,221,113,132,"striped",111112,"False",2,3,1,5,19,16,NA,NA,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,111211
"965",965,1055,70,2133,10,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,333,122,111,"green",111112,"False",3,2,1,27,13,1,NA,NA,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,111211
"966",966,1056,70,656,11,"english","clouds",1,"circles",0,"squares",0.5,"solid things",0,"striped things",0.5,"polka-dotted things",0.9,133,213,332,"green",212211,"True",3,1,2,25,20,18,NA,NA,NA,1,0,NA,0.66667,0,0.33333,0.5,0.5,NA,1,0,NA,0.64286,0,0.35714,0.5,0.5,NA,0.994824948249483,0.00517505175051751,NA,0.6619,0.00343,0.33467,212211
"967",967,1057,70,1342,12,"english","solid things",0.5,"striped things",0.5,"polka-dotted things",0.5,"blue things",0.5,"red things",0.5,"green things",0.5,113,312,323,"cloud",122122,"False",1,2,3,19,12,24,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,122122
"968",968,1058,70,671,13,"english","blue things",1,"red things",0,"green things",0.5,"clouds",0,"circles",1,"squares",0.5,231,132,223,"polka-dotted",212211,"True",2,3,1,8,16,23,NA,NA,NA,1,0,NA,0.66667,0,0.33333,0.5,0.5,NA,1,0,NA,0.64286,0,0.35714,0.5,0.5,NA,0.994824948249483,0.00517505175051751,NA,0.6619,0.00343,0.33467,212211
"969",969,1059,70,150,14,"english","clouds",0.5,"circles",0,"squares",1,"blue things",0.5,"red things",0.5,"green things",0.5,311,211,133,"solid",212111,"True",2,1,3,3,2,25,NA,NA,NA,0.5,0.5,NA,0.66667,0,0.33333,0.5,0.5,NA,0.5,0.5,NA,0.66667,0,0.33333,0.5,0.5,NA,0.5,0.5,NA,0.663276632766328,0.003390033900339,0.333333333333333,212111
"970",970,1060,70,1655,15,"english","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",0.5,"squares",0.5,222,131,131,"striped",121212,"False",2,3,1,14,7,7,NA,NA,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,0.5,0.5,NA,121212
"971",971,1061,70,1799,16,"english","clouds",0.5,"circles",0.5,"squares",0.5,"solid things",0,"striped things",0.5,"polka-dotted things",1,131,131,111,"blue",322132,"True",3,1,2,7,7,1,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0.98979989799898,0.01020010200102,NA,323221
"972",972,1062,70,1761,17,"english","solid things",1,"striped things",0,"polka-dotted things",0.5,"clouds",0.55,"circles",0.5,"squares",0.5,313,313,323,"green",322132,"True",3,2,1,21,21,24,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0.98979989799898,0.01020010200102,NA,323221
"973",973,1063,70,196,18,"english","blue things",0.5,"red things",0.5,"green things",0.5,"clouds",0.5,"circles",1,"squares",0,212,312,312,"solid",323212,"True",2,3,1,11,12,12,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,NA,0.994974949749498,0.00502505025050251,NA,323212
"974",974,1064,70,706,19,"english","blue things",0.5,"red things",0.5,"green things",0.5,"solid things",0.1,"striped things",1,"polka-dotted things",0.5,221,211,123,"circle",212122,"True",1,3,2,5,2,22,NA,NA,NA,0.5,0.5,NA,0.909090909090909,0.0909090909090909,NA,0.5,0.5,NA,0.5,0.5,NA,1,0,NA,0.5,0.5,NA,0.5,0.5,NA,0.994824948249483,0.00517505175051751,NA,212122
"975",975,1065,70,1411,20,"english","clouds",0.7,"circles",0.5,"squares",0,"blue things",0,"red things",0,"green things",1,123,122,321,"striped",322111,"True",2,1,3,22,13,6,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,1,0,NA,1,0,0,NA,NA,NA,0.989800050999745,0.010199949000255,NA,0.98981,0.00506,0.00513,322111
"976",976,1066,71,1997,6,"English","solid things",0,"striped things",0,"polka-dotted things",0,"blue things",0,"red things",0,"green things",0,112,112,112,"cloud",323232,"False",1,2,3,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323232
"977",977,1067,71,1138,7,"English","clouds",0.8,"circles",0.1,"squares",0.5,"solid things",0.05,"striped things",0,"polka-dotted things",0.65,131,211,211,"blue",321212,"True",3,1,2,7,2,2,NA,NA,NA,0.92857,0.07143,NA,0.888887160501509,0.111112839498491,NA,NA,NA,NA,1,0,NA,1,0,NA,NA,NA,NA,0.824123241232412,0.175876758767588,NA,0.824123241232412,0.175876758767588,NA,321212
"978",978,1068,71,682,8,"English","clouds",0,"circles",0.85,"squares",0.05,"solid things",0.65,"striped things",0.7,"polka-dotted things",0.1,223,133,211,"green",212211,"True",3,1,2,23,25,2,NA,NA,NA,1,0,NA,0.482755172448275,0.0689693103068969,0.448275517244828,0.5,0.5,NA,1,0,NA,0.64286,0,0.35714,0.5,0.5,NA,0.798521007394963,0.201478992605037,NA,0.54215,0.12297,0.33488,212211
"979",979,1069,71,2216,9,"English","blue things",0,"red things",0,"green things",0.5,"clouds",0,"circles",0.1,"squares",1,333,133,233,"polka-dotted",323211,"True",2,3,1,27,25,26,NA,NA,NA,NA,NA,NA,0.90909,0,0.09091,NA,NA,NA,NA,NA,NA,1,0,0,NA,NA,NA,NA,NA,NA,0.692676926769268,0.153661536615366,0.153661536615366,323211
"980",980,1070,71,998,10,"English","blue things",0,"red things",0,"green things",0,"solid things",0,"striped things",0,"polka-dotted things",0,112,331,321,"cloud",121112,"False",1,3,2,10,9,6,NA,NA,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,0.5,0.5,NA,0.5,0.5,NA,0.333333333333333,0.333333333333333,0.333333333333333,121211
